FECHA,TIPO DE MOVIMIENTO,PROYECTO,DESCRIPCION,CATEGORIA/DETALLE,DETALLE,IMPORTE CONTABLE,CUENTA JUAN CARLOS,PAYO SANTIAGO,BANCOLOMBIA,HOTMART JSD,PAYO JSD,PAYO FRAN,JERWIN PERÚ,BINANCE,
22 de agosto de 2024,,GERSSON L3,Ventas Hotmart,Ingresos por Proyecto,Hotmart,,,,," $ 29,823.0 ",,,,,
25 de agosto de 2024,,GERSSON L3,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 14.8,,,,
28 de agosto de 2024,,AGENCIA X,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 20.6,,,,
30 de agosto de 2024,,CURVES,Pago de publicidad en Facebook,Marketing,Facebook Ads,,,,,,-$ 396.0,,,,
1 de septiembre de 2024,,GERSSON L3,Ingreso por proyecto,Ingresos por Proyecto,Ingresos por Proyecto,,,,,," $ 3,721.0 ",,,,
4 de septiembre de 2024,,GERSSON L4,Pago de suscripción,Suscripciones,Stape,,,,,,-$ 50.0,,,,
6 de septiembre de 2024,,AGENCIA X,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 11.0,,,,
12 de septiembre de 2024,,FONDO LIBRE,Corte de utilidades,Distribución de Utilidades,Corte general," $ 20,738.0 ",,,,,,,,,
12 de septiembre de 2024,,GERSSON L3,Corte de utilidades,Distribución de Utilidades,Corte general,"-$ 20,738.0 ",,,,,,,,,
12 de septiembre de 2024,,FONDO LIBRE,Reparto a Daniel,Distribución de Utilidades,Corte general,,,,,,"-$ 2,903.0 ",,,,
12 de septiembre de 2024,,FONDO LIBRE,Reparto a Francisco,Distribución de Utilidades,Corte general,,,,,,"-$ 5,945.0 ",,,,
12 de septiembre de 2024,,FONDO LIBRE,Reparto a Juan Carlos,Distribución de Utilidades,Corte general,,,,,,"-$ 5,945.0 ",,,,
12 de septiembre de 2024,,FONDO LIBRE,Reparto a Santiago,Distribución de Utilidades,Corte general,,,,,,"-$ 5,945.0 ",,,,
16 de septiembre de 2024,,GERSSON L4,Pago de suscripción,Suscripciones,ManyChat,,,,,,-$ 15.0,,,,
16 de septiembre de 2024,,GERSSON L4,Pago de suscripción,Suscripciones,StreamYard,,,,,,-$ 99.0,,,,
18 de septiembre de 2024,,AGENCIA X,Pago de suscripción,Suscripciones,CapCut,,,,,,-$ 10.0,,,,
19 de septiembre de 2024,,HOTMART,Retiro de fondos de Hotmart,Retiros,Hotmart,,,,,-$ 932.0,$ 932.0,,,,
19 de septiembre de 2024,,GERSSON L4,Pago a Raquel,Pagos a Equipo,Pagos a Equipo,,,,,,-$ 525.0,,,,
20 de septiembre de 2024,,GERSSON L4,Pago a Lorena Videos,Nómina,Lorena Videos,,,,,,,,,-$ 662.0,
23 de septiembre de 2024,,GERSSON L4,Pago de suscripción,Suscripciones,MailerLite,,,,,,-$ 99.0,,,,
25 de septiembre de 2024,,GERSSON L4,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 15.0,,,,
27 de septiembre de 2024,,CURVES,Pago de publicidad en Facebook,Marketing,Facebook Ads,,,,,,-$ 489.0,,,,
28 de septiembre de 2024,,AGENCIA X,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 19.8,,,,
29 de septiembre de 2024,,GERSSON L4,Pago de suscripción,Suscripciones,MailerLite,,,,,,-$ 10.0,,,,
30 de septiembre de 2024,,GERSSON L4,Pago de software,Software,LeadTracker,,,,,,-$ 60.0,,,,
30 de septiembre de 2024,,GERSSON L4,Pago de publicidad en Facebook,Marketing,Facebook Ads,,,,,,"-$ 3,817.0 ",,,,
1 de octubre de 2024,,GERSSON L4,Pago de publicidad en Google,Marketing,Google Ads,,,,,,-$ 24.0,,,,
1 de octubre de 2024,,JSD,Impuestos y pagos pendientes,Cuentas por Pagar,Deuda Hernan JSD,,,,,,"-$ 4,033.0 ",,,,
2 de octubre de 2024,,GERSSON L3,Pago a cerradores L3,Pagos a Terceros,Pago Anual Payoneer,,,,,,,,,-$ 336.0,
3 de octubre de 2024,,GERSSON L4,Pago de suscripción,Suscripciones,MailerLite,,,,,,-$ 7.0,,,,
4 de octubre de 2024,,GERSSON L4,Pago de suscripción,Suscripciones,Stape,,,,,,-$ 50.0,,,,
5 de octubre de 2024,,GERSSON L4,Pago de publicidad en Facebook,Marketing,Facebook Ads,,,,,,"-$ 1,000.0 ",,,,
6 de octubre de 2024,,GERSSON L4,Pago de software,Software,Devzapp,,,,,,-$ 132.0,,,,
6 de octubre de 2024,,GERSSON L4,Pago de publicidad en Facebook,Marketing,Facebook Ads,,,,,,"-$ 5,480.0 ",,,,
7 de octubre de 2024,,AGENCIA X,Gasto no identificado,GASTO NO IDENTIFICADO,GASTO NO IDENTIFICADO,,,,,,-$ 11.0,,,,
10 de octubre de 2024,,GERSSON L4,Viaje de Daniel,Pagos a Equipo,Pagos a Equipo,,,,,,-$ 88.0,,,,
10 de octubre de 2024,,GERSSON L4,Viaje de Fran,Pagos a Equipo,Pagos a Equipo,,,,,,-$ 250.0,,,,
12 de octubre de 2024,,GERSSON L4,Pago a Lorena Videos,Nómina,Lorena Videos,,,,,,,,,-$ 104.0,
13 de octubre de 2024,,GERSSON L4,Pago de suscripción,Suscripciones,MailerLite,,,,,,-$ 153.0,,,,
16 de octubre de 2024,,HOTMART,Retiro de fondos de Hotmart,Retiros,Hotmart,,,,,-$ 409.0,$ 409.0,,,,
16 de octubre de 2024,,GERSSON L4,Pago de suscripción,Suscripciones,ManyChat,,,,,,-$ 34.0,,,,
16 de octubre de 2024,,GERSSON L4,Gasto no identificado,GASTO NO IDENTIFICADO,GASTO NO IDENTIFICADO,,,,,,-$ 298.0,,,,
25 de octubre de 2024,,AGENCIA X,Pago de suscripción,Suscripciones,ChatGPT,,,,,,-$ 10.0,,,,
25 de octubre de 2024,,GERSSON L4,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 14.0,,,,
28 de octubre de 2024,,AGENCIA X,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 12.0,,,,
29 de octubre de 2024,,GERSSON L4,"Pagos a Lorena, Jorge, Angelica",Pagos a Equipo,Pagos a Equipo,,,,,,,,,"-$ 1,064.0 ",
30 de octubre de 2024,,AGENCIA X,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 20.0,,,,
1 de noviembre de 2024,,GERSSON L5,Pago de publicidad en Google,Marketing,Google Ads,,,,,,-$ 12.0,,,,
4 de noviembre de 2024,,GERSSON L5,Pago de suscripción,Suscripciones,Stape,,,,,,-$ 50.0,,,,
5 de noviembre de 2024,,GERSSON L5,Pago de software,Software,Devzapp,,,,,,-$ 126.0,,,,
6 de noviembre de 2024,,HOTMART,Payment from Hotmart,Retiros / Hotmart,Retiros / Hotmart,,,,,"-$ 19,997.0 "," $ 19,997.0 ",,,,
6 de noviembre de 2024,,AGENCIA X,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 11.0,,,,
8 de noviembre de 2024,,FONDO LIBRE,Corte de utilidades,Distribución de Utilidades,Corte general," $ 14,075.0 ",,,,,,,,,
8 de noviembre de 2024,,GERSSON L4,Ventas de Hotmart,Ingresos por Proyecto,Hotmart,,,," $ 3,320.0 "," $ 24,808.0 ",,,,$ 247.0,
8 de noviembre de 2024,,GERSSON L4,Corte de utilidades,Distribución de Utilidades,Corte general,"-$ 14,075.0 ",,,,,,,,,
8 de noviembre de 2024,,FONDO LIBRE,Reparto de utilidades a Juan Carlos,Distribución de Utilidades,Corte general,,,,"-$ 3,320.0 ",,-$ 609.0,,,,
8 de noviembre de 2024,,FONDO LIBRE,Reparto de utilidades a Daniel,Distribución de Utilidades,Corte general,,,,,,"-$ 2,326.0 ",,,,
8 de noviembre de 2024,,FONDO LIBRE,Reparto de utilidades a Francisco,Distribución de Utilidades,Corte general,,,,,,"-$ 3,910.0 ",,,,
8 de noviembre de 2024,,FONDO LIBRE,Reparto de utilidades a Santiago,Distribución de Utilidades,Corte general,,,,,,"-$ 3,910.0 ",,,,
9 de noviembre de 2024,,AGENCIA X,Gasto no identificado,GASTO NO IDENTIFICADO,GASTO NO IDENTIFICADO,,,,,,-$ 9.0,,,,
10 de noviembre de 2024,,FONDO LIBRE,Corte de utilidades,Distribución de Utilidades,Corte general," $ 14,423.0 ",,,,,,,,,
10 de noviembre de 2024,,GERSSON L5,Publicidad en Facebook Ads,Marketing,Facebook Ads,,,,,,"-$ 10,333.0 ",,,,
14 de noviembre de 2024,,HOTMART,Retiro de fondos de Hotmart,Retiros,Hotmart,,,,,"-$ 2,928.0 "," $ 2,928.0 ",,,,
14 de noviembre de 2024,,GERSSON L5,Suscripción a ChatGPT,Suscripciones,ChatGPT,,,,,,-$ 10.0,,,,
15 de noviembre de 2024,,GERSSON L5,Publicidad en TikTok Ads,Marketing,TikTok Ads,,,,,,-$ 500.0,,,,
16 de noviembre de 2024,,AGENCIA X,Gasto no identificado,GASTO NO IDENTIFICADO,GASTO NO IDENTIFICADO,,,,,,-$ 15.0,,,,
17 de noviembre de 2024,,GERSSON L5,Suscripción a ManyChat,Suscripciones,ManyChat,,,,,,-$ 35.0,,,,
21 de noviembre de 2024,,GERSSON L4,Pago de deuda pendiente,Cuentas por Pagar,Deuda Hernan JSD,,,,,,$ 435.0,,,,
23 de noviembre de 2024,,GERSSON L5,Suscripción a MailerLite,Suscripciones,MailerLite,,,,,,-$ 138.0,,,,
25 de noviembre de 2024,,GERSSON L5,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 14.0,,,,
26 de noviembre de 2024,,GERSSON L5,Suscripción a StreamYard,Suscripciones,StreamYard,,,,,,-$ 42.0,,,,
27 de noviembre de 2024,,GERSSON L5,Suscripción a Uchat,Suscripciones,Uchat,,,,,,-$ 63.0,,,,
28 de noviembre de 2024,,AGENCIA X,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 19.0,,,,
30 de noviembre de 2024,,GERSSON L5,Pago de software Devzapp,Software,Devzapp,,,,,,-$ 15.0,,,,
4 de diciembre de 2024,,GERSSON L5,Suscripción a Stape,Suscripciones,Stape,,,,,,-$ 50.0,,,,
5 de diciembre de 2024,,GERSSON L6,Suscripción a Sendflow,Suscripciones,Sendflow,,,,,,-$ 15.0,,,,
6 de diciembre de 2024,,GERSSON L6,Pago de dominio Namecheap,Servicios de Hosting,Namecheap,,,,,,-$ 2.0,,,,
6 de diciembre de 2024,,AGENCIA X,Gasto no identificado,GASTO NO IDENTIFICADO,GASTO NO IDENTIFICADO,,,,,,-$ 10.7,,,,
6 de diciembre de 2024,,GERSSON L5,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 11.0,,,,
7 de diciembre de 2024,,GERSSON L5,Pago de software Devzapp,Software,Devzapp,,,,,,-$ 121.0,,,,
7 de diciembre de 2024,,GERSSON L4,Pago de deuda pendiente,Cuentas por Pagar,Deuda Hernan JSD,,,,,,,,,-$ 106.0,
8 de diciembre de 2024,,GERSSON L6,Pago de dominio Namecheap,Servicios de Hosting,Namecheap,,,,,,-$ 2.0,,,,
14 de diciembre de 2024,,AGENCIA X,Gasto no identificado,GASTO NO IDENTIFICADO,GASTO NO IDENTIFICADO,,,,,,-$ 7.0,,,,
15 de diciembre de 2024,,GERSSON L5,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 28.0,,,,
19 de diciembre de 2024,,HOTMART,Retiro de fondos de Hotmart,Retiros,Hotmart,,,,,"-$ 22,208.0 "," $ 22,208.0 ",,,,
19 de diciembre de 2024,,GERSSON VENTA DIRECTA,Publicidad en Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 319.0,,,,
20 de diciembre de 2024,,GERSSON VENTA DIRECTA,Publicidad en Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 73.0,,,,
23 de diciembre de 2024,,AGENCIA X,Gasto no identificado,GASTO NO IDENTIFICADO,GASTO NO IDENTIFICADO,,,,,,-$ 238.0,,,,
23 de diciembre de 2024,,GERSSON VENTA DIRECTA,Publicidad en Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 438.0,,,,
23 de diciembre de 2024,,GERSSON L5,Pago a cerradores,Pagos a Equipo,Pagos a Equipo,,,,,,-$ 666.0,,,,
23 de diciembre de 2024,,GERSSON L5,Pago a cerradores,Pagos a Equipo,Pagos a Equipo,,,,,,"-$ 1,877.0 ",,,-$ 87.0,
24 de diciembre de 2024,,AGENCIA X,Pago de impuestos pendientes,Cuentas por Pagar,Deuda Hernan JSD,,,,,,"-$ 1,219.0 ",,,,
26 de diciembre de 2024,,GERSSON VENTA DIRECTA,Publicidad en Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 311.0,,,,
26 de diciembre de 2024,,GERSSON L5,Ventas de Hotmart,Ingresos por Proyecto,Hotmart,,,," $ 3,185.0 "," $ 24,472.0 ",,,,,
27 de diciembre de 2024,,AGENCIA X,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 10.0,,,,
27 de diciembre de 2024,,AGENCIA X,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 17.0,,,,
27 de diciembre de 2024,,GERSSON L6,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 19.0,,,,
27 de diciembre de 2024,,GERSSON L6,Pago de hosting,Servicios de Hosting,Hostinger,,,,,,-$ 28.0,,,,
27 de diciembre de 2024,,JSD,Pago de impuestos pendientes,Cuentas por Pagar,Deuda Hernan JSD,,,,,,"-$ 2,030.0 ",,,,
27 de diciembre de 2024,,GERSSON L5,Ventas adicionales de Hotmart,Ingresos por Proyecto,Hotmart,,,,,$ 316.0,,,,,
27 de diciembre de 2024,,GERSSON VENTA DIRECTA,Ventas de Hotmart,Ingresos por Proyecto,Hotmart,,,,," $ 2,085.0 ",,,,,
28 de diciembre de 2024,,GERSSON L5,Pendiente Gersson,GASTO NO IDENTIFICADO,GASTO NO IDENTIFICADO,,,,,,$ 942.0,,,,
28 de diciembre de 2024,,GERSSON VPS,Hosting,Servicios de Hosting,Hostinger,,,,,,-$ 10.0,,,,
28 de diciembre de 2024,,AGENCIA X,Hosting,Servicios de Hosting,Hostinger,,,,,,-$ 17.0,,,,
28 de diciembre de 2024,,GERSSON L6,Hosting,Servicios de Hosting,Hostinger,,,,,,-$ 19.0,,,,
28 de diciembre de 2024,,AGENCIA X,Hosting,Servicios de Hosting,Hostinger,,,,,,-$ 28.0,,,,
28 de diciembre de 2024,,GERSSON L5,Utilidades Gersson L5,Distribución de Utilidades,Corte general,"-$ 14,423.0 ",,,,,,,,,
28 de diciembre de 2024,,FONDO LIBRE,Parte Juan Carlos,Distribución de Utilidades,Corte general,,,,"-$ 3,185.0 ",,-$ 850.0,,,,
28 de diciembre de 2024,,FONDO LIBRE,Parte Daniel,Distribución de Utilidades,Corte general,,,,,,"-$ 2,326.0 ",,,,
28 de diciembre de 2024,,FONDO LIBRE,Parte Francisco,Distribución de Utilidades,Corte general,,,,,,"-$ 4,031.0 ",,,,
28 de diciembre de 2024,,FONDO LIBRE,Parte Ganancias Santiago,Distribución de Utilidades,Corte general,,,,,,"-$ 4,031.0 ",,,,
29 de diciembre de 2024,,GERSSON VENTA DIRECTA,Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 630.0,,,,
31 de diciembre de 2024,,GERSSON VENTA DIRECTA,Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 310.0,,,,
2 de enero de 2025,,GERSSON VENTA DIRECTA,Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 261.0,,,,
2 de enero de 2025,,AGENCIA X,Ingreso Payoneer,Ingresos por Proyecto,PAYONEER,,,,,,$ 7.0,,,,
4 de enero de 2025,,GERSSON VENTA DIRECTA,Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 246.0,,,,
6 de enero de 2025,,GERSSON VENTA DIRECTA,Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 508.0,,,,
9 de enero de 2025,,GERSSON VENTA DIRECTA,Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 433.0,,,,
11 de enero de 2025,,GERSSON VENTA DIRECTA,Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 205.0,,,,
12 de enero de 2025,,AGENCIA X,Gasto no identificado,GASTO NO IDENTIFICADO,GASTO NO IDENTIFICADO,,,,,,-$ 24.0,,,,
13 de enero de 2025,,GERSSON VENTA DIRECTA,Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 266.0,,,,
18 de enero de 2025,,GERSSON VENTA DIRECTA,Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 900.0,,,,
20 de enero de 2025,,GERSSON VENTA DIRECTA,Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 82.0,,,,
20 de enero de 2025,,GERSSON VENTA DIRECTA,Facebook Ads,Marketing,Facebook Ads,,,,,,-$ 68.0,,,,
22 de enero de 2025,,GERSSON L6,Gasto no identificado,GASTO NO IDENTIFICADO,GASTO NO IDENTIFICADO,,,,,,-$ 14.0,,,,
22 de enero de 2025,,HOTMART,Payment from Hotmart,Retiros,Hotmart,,,,,"-$ 8,978.0 "," $ 8,978.0 ",,,,
22 de enero de 2025,SALIDA,GERSSON L6,Stape,Suscripciones,Stape,,,,,,-$ 50.0,,,,
27 de enero de 2025,,AGENCIA X,Pago a Andres Antequera,Pagos a Terceros,Pago a Andres Antequera,,,,,,"-$ 1,483.0 ",,,,
28 de enero de 2025,SALIDA,GERSSON L6,Daniel Adelanto,Distribución de Utilidades,Corte general,,,,,,-$ 50.0,,,,
31 de enero de 2025,,ADRIANA,Pago Fee Adriana,Ingresos por Proyecto,Ingresos por Proyecto,," $ 1,000.0 ",,,,,,,,
31 de enero de 2025,,ADRIANA,Ventas Enero Adriana,Ingresos por Proyecto,Hotmart,," $ 3,149.0 ",,,,,,,,
31 de enero de 2025,,GERSSON VENTA DIRECTA,Ventas Enero Gersson,Ingresos por Proyecto,Hotmart,,,,," $ 6,305.0 ",,,,,
3 de febrero de 2025,,AGENCIA X,Pago Andres Antequera,Pagos a Terceros,Pago Andres Antequera,,,,,,-$ 904.0,,,,
3 de febrero de 2025,,AGENCIA X,Pagos a equipo,Pagos a Equipo,Pagos a Equipo,,,,,,"-$ 1,256.0 ",,,,
4 de febrero de 2025,,AGENCIA X,Easypanel,Software,EASYPANEL,,,,,,-$ 14.0,,,,
4 de febrero de 2025,SALIDA,GERSSON L6,Stape,Suscripciones,Stape,,,,,,-$ 50.0,,,,
6 de febrero de 2025,,ARZA,Greatpages,Software,GreatPages,,,,,,-$ 18.0,,,,
8 de febrero de 2025,,ADRIANA,Facebook Ads Adriana,Marketing,Facebook Ads,,,,,,-$ 2.0,,,,
8 de febrero de 2025,SALIDA,GERSSON L6,VPS Gersson L6,Servicios de Hosting,VPS,,,,,,-$ 15.0,,,,
12 de febrero de 2025,,GERSSON VENTA DIRECTA,Facebook Ads Gersson,Marketing,Facebook Ads,,,,,,"-$ 1,901.0 ",,,,
12 de febrero de 2025,,ARZA-UÑAS-L1,Flodesk Arza,Suscripciones,Flodesk,,,,,,-$ 38.0,,,,
13 de febrero de 2025,SALIDA,GERSSON L6,VPS N8N y Hosting,Servicios de Hosting,VPS N8N,,,,,,-$ 47.0,,,,
14 de febrero de 2025,,ARZA-UÑAS-L1,Dominios Arza,Servicios de Hosting,Namecheap,,,,,,-$ 22.0,,,,
15 de febrero de 2025,,ADRIANA,Utilidades Adriana,Distribución de Utilidades,Corte general,,"-$ 5,728.0 ",,,,,,,,
15 de febrero de 2025,INGRESO,GERSSON L6,Parte Gersson,Ingresos por Proyecto,Corte general,,,,,," $ 10,000.0 ",,,,
16 de febrero de 2025,SALIDA,GERSSON L6,Devzapp Gersson L6,Software,Devzapp,,,,,,-$ 127.0,,,,
17 de febrero de 2025,,GERSSON VENTA DIRECTA,Ventas Febrero Gersson,Ingresos por Proyecto,Hotmart,,,,," $ 1,082.0 ",,,,,
18 de febrero de 2025,SALIDA,GERSSON L6,Adveronix Gersson L6,Servicios Profesionales,Adveronix,,,,,,-$ 177.0,,,,
18 de febrero de 2025,,AGENCIA X,VPS N8N y Dominio,Servicios de Hosting,VPS N8N,,,,,,-$ 33.4,,,,
19 de febrero de 2025,,AGENCIA X,Bolt Agencia X,Software,Bolt,,,,,,-$ 20.0,,,,
20 de febrero de 2025,SALIDA,GERSSON L6,MailerLite Gersson L6,Suscripciones,MailerLite,,,,,,-$ 130.0,,,,
21 de febrero de 2025,,HOTMART,Pago recibido de Hotmart,Retiros,Hotmart,,,,,"-$ 5,431.0 "," $ 5,431.0 ",,,,
21 de febrero de 2025,SALIDA,GERSSON L6,Pago de MailerLite,Suscripciones,MailerLite,,,,,,-$ 7.0,,,,
22 de febrero de 2025,SALIDA,GERSSON L6,Pago de StreamYard,Suscripciones,StreamYard,,,,,,-$ 89.0,,,,
23 de febrero de 2025,SALIDA,GERSSON L6,Pago de OpenAI,Suscripciones,ChatGPT,,,,,,-$ 5.0,,,,
27 de febrero de 2025,SALIDA,GERSSON L6,Pagos de ManyChat,Suscripciones,ManyChat,,,,,,"-$ 2,653.0 ",,,,
28 de febrero de 2025,SALIDA,GERSSON L6,Pago de VPS BOTS + API,Software,EASYPANEL,,,,,,-$ 20.0,,,,
28 de febrero de 2025,,ADRIANA,Ventas de febrero,Ingresos por Proyecto,Hotmart,," $ 2,260.0 ",,,,,,,,
28 de febrero de 2025,,GERSSON L6,Ventas,Ingresos por Proyecto,Hotmart,,,,," $ 44,523.0 ",,,,,
28 de febrero de 2025,SALIDA,GERSSON L6,Pago de MailerLite,Suscripciones,MailerLite,,,,,,-$ 250.0,,,,
3 de marzo de 2025,SALIDA,GERSSON L6,Pagos de febrero,GASTO NO IDENTIFICADO,GASTO NO IDENTIFICADO,,,,,,"-$ 1,680.5 ",,,,
4 de marzo de 2025,,ARZA,Pago de Great Pages,Suscripciones,GreatPages,,,,,,-$ 30.0,,,,
4 de marzo de 2025,SALIDA,GERSSON L6,Pago de ManyChat,Suscripciones,ManyChat,,,,,,-$ 150.0,,,,
4 de marzo de 2025,SALIDA,GERSSON L6,Pago de Stape,Suscripciones,Stape,,,,,,-$ 50.0,,,,
5 de marzo de 2025,,AGENCIA X,Desarrollo de plataforma API,Software,Devzapp,,,,,,-$ 16.0,,,,
5 de marzo de 2025,,ADRIANA,Pago de Bot de IA,Software,Devzapp,,,,,,-$ 5.0,,,,
6 de marzo de 2025,,AGENCIA X,Hosting web de agencia,Servicios de Hosting,Hostinger,,,,,,-$ 11.0,,,,
8 de marzo de 2025,SALIDA,GERSSON L6,Gastos publicitarios,Marketing,Facebook Ads,,,,,,"-$ 25,001.0 ",,,,
8 de marzo de 2025,SALIDA,GERSSON L6,Hosting de Terapias Magnéticas,Servicios de Hosting,Hostinger,,,,,,-$ 15.0,,,,
9 de marzo de 2025,SALIDA,GERSSON L6,Recarga auto ManyChat,Suscripciones,ManyChat,,,,,,-$ 50.0,,,,
11 de marzo de 2025,,AGENCIA X,Creación de plataformas IA,Software,Devzapp,,,,,,-$ 16.0,,,,
12 de marzo de 2025,,ARZA-CEJAS-L1,Pago de Flodesk,Suscripciones,Flodesk,,,,,,-$ 38.0,,,,
16 de marzo de 2025,,AGENCIA X,Pago de VPS N8N,Servicios de Hosting,VPS N8N,,,,,,-$ 30.0,,,,
16 de marzo de 2025,SALIDA,GERSSON L7,Pago de VPS N8N,Servicios de Hosting,VPS N8N,,,,,,-$ 18.0,,,,
18 de marzo de 2025,SALIDA,GERSSON L7,Gasto publicitario,Marketing,Facebook Ads,,,,,,-$ 250.0,,,,
20 de marzo de 2025,,HOTMART,Pago de ChatGPT y Bolt,Suscripciones,ChatGPT,,,,,"-$ 59,754.0 "," $ 59,754.0 ",,,,
20 de marzo de 2025,,AGENCIA X,Curso Trackeo Tutopress,Educación,Cursos,,,,,,-$ 40.0,,,,
20 de marzo de 2025,,AGENCIA X,Gasto publicitario,Marketing,Facebook Ads,,,,,,-$ 379.0,,,,
20 de marzo de 2025,SALIDA,GERSSON L7,Dominio de pastelería,Servicios de Hosting,Namecheap,,,,,,-$ 250.0,,,,
20 de marzo de 2025,,ARZA-PASTELERIA-L1,Gasto publicitario,Marketing,Facebook Ads,,,,,,-$ 11.0,,,,
23 de marzo de 2025,SALIDA,GERSSON L7,Gasto publicitario,Marketing,Facebook Ads,,,,,,-$ 250.0,,,,
25 de marzo de 2025,SALIDA,GERSSON L7,Pago de Adveronix,Servicios Profesionales,Adveronix,,,,,,-$ 250.0,,,,
27 de marzo de 2025,,AGENCIA X,Gasto publicitario,Marketing,Facebook Ads,,,,,,-$ 59.0,,,,
27 de marzo de 2025,SALIDA,GERSSON L7,Pago de VPS BOTS + API,Software,EASYPANEL,,,,,,-$ 250.0,,,,
